Thời gian,Tiêu đề,URL,Nội dung,positive,neutral,negative,normalized_date,dominant_sentiment
2025-09-11 00:00:00,PGS: Nghị quyết HĐQT tham gia đấu giá lô chai cũ LPG rỗng của PVGAS,https://cafef.vn/du-lieu/GAS-2293836/pgs-nghi-quyet-hdqt-tham-gia-dau-gia-lo-chai-cu-lpg-rong-cua-pvgas.chn,,0.004135496,0.557440162,0.438424319,2025-11-09,neutral
2025-09-09 17:32:00,GAS: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết và báo cáo kết quả phát hành cổ phiếu để tăng vốn cổ phần tứ NVCSH,https://cafef.vn/du-lieu/GAS-2292168/gas-thong-bao-thay-doi-so-luong-co-phieu-co-quyen-bieu-quyet-va-bao-cao-ket-qua-phat-hanh-co-phieu-de-tang-von-co-phan-tu-nvcsh.chn,,0.000814018,0.996856928,0.00232899,2025-09-09,neutral
2025-09-06 08:32:00,"Những doanh nghiệp có nhân viên “kiếm tiền” khoẻ nhất sàn chứng khoán: Bình quân mỗi người mang về 3-5 tỷ doanh thu/tháng, bất ngờ với top 1",https://cafef.vn/nhung-doanh-nghiep-co-nhan-vien-kiem-tien-khoe-nhat-san-chung-khoan-binh-quan-moi-nguoi-mang-ve-35-ty-doanh-thuthang-bat-ngo-voi-top-1-18825090608323733.chn,,0.888890684,0.061110083,0.049999207,2025-06-09,positive
2025-09-03 00:00:00,GAS: Thông báo giấy xác nhận thay đổi nội dung ĐKDN,https://cafef.vn/du-lieu/GAS-2289739/gas-thong-bao-giay-xac-nhan-thay-doi-noi-dung-dkdn.chn,,0.063125893,0.220294669,0.716579378,2025-03-09,negative
2025-08-22 00:00:00,PSI: Nghị quyết HĐQT thông qua hợp đồng với PVGas,https://cafef.vn/du-lieu/GAS-2280246/psi-nghi-quyet-hdqt-thong-qua-hop-dong-voi-pvgas.chn,,0.150945231,0.832197785,0.016856965,2025-08-22,neutral
2025-08-22 00:00:00,GAS: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 22,https://cafef.vn/du-lieu/GAS-2281664/gas-giay-chung-nhan-dang-ky-doanh-nghiep-thay-doi-lan-thu-22.chn,,0.024196493,0.018932808,0.956870735,2025-08-22,negative
2025-08-19 07:15:00,Những ‘đại gia’ đem tiền mặt đi trả hết nợ vẫn còn hơn chục nghìn tỷ,https://cafef.vn/nhung-dai-gia-dem-tien-mat-di-tra-het-no-van-con-hon-chuc-nghin-ty-188250819071520593.chn,,0.003746547,0.00129929,0.99495405,2025-08-19,negative
2025-07-02 07:03:00,"Cuộc đua vốn hóa 25 năm: Một công ty thủy điện từng giữ ngôi vua trước khi những 'gã khổng lồ' FPT, Vinamilk, Vietcombank 'tràn' lên sàn",https://cafef.vn/cuoc-dua-von-hoa-25-nam-mot-cong-ty-thuy-dien-tung-giu-ngoi-vua-truoc-khi-nhung-ga-khong-lo-fpt-vinamilk-vietcombank-tran-len-san-188250702070405395.chn,"Tháng 7 năm 2025 đánh dấu một phần tư thế kỷ kể từ khi thị trường chứng khoán Việt Nam chính thức đi vào hoạt động.
Cụ thể, ngày 28/7/2000 thị trường chứng khoán Việt Nam chính thức giao dịch với chỉ 2 cổ phiếu - SAM của CTCP Đầu tư và Phát triển  Sacom (giờ đổi tên thành CTCP SAM Holdings) và REE của CTCP Cơ điện lạnh. Cho đến hết năm 2000 thị trường chứng khoán Việt Nam cũng chỉ có thêm 3 cổ phiếu khác giao dịch.
Năm 2005, Sở Giao dịch chứng khoán Hà Nội (HNX) ra đời, tiếp đó UPCoM được triển khai, mở rộng kênh giao dịch cho doanh nghiệp ngoài sàn HoSE.
Trong giai đoạn từ năm 2001 đến đầu năm 2006 này, thị trường chứng khoán Việt Nam không nhiều biến chuyển, có thêm nhiều doanh nghiệp lớn bắt đầu giao dịch như CTCP Gemadept - GMD (tháng 4/2002), CTCP Thủy điện Vĩnh Sơn - Sông Hinh - VSH (tháng 7/2005), Tập đoàn KIDO - KDC (tháng 12/2005), Sacombank - STB (tháng 7/2006)...
Vĩnh Sơn Sông Hinh (VSH) vào năm 2005 chính là doanh nghiệp lớn nhất sàn chứng khoán với vốn hóa 16.000 tỷ. Doanh nghiệp thủy điện này lên sàn vào ngày 14/7/2005 với khối lượng cổ phiếu ""khổng lồ"" khi đó là 125 triệu đơn vị. Chốt phiên giao dịch cuối năm tại giá 48.500 đồng/cp (giá chưa điều chỉnh).
Đặc biệt là vào tháng 1/2006, cổ phiếu của Vinamilk - VNM lên sàn khiến giá trị vốn hóa của của HOSE tăng gấp đôi trong ngày, nhiều năm sau đó, Vinamilk vẫn luôn nằm trong nhóm có vốn hóa cao.
Bước ngoặt quan trọng đến với thị trường chứng khoán diễn ra vào ngày 7/11/2006 khi Việt Nam chính thức gia nhập tổ chức Tổ chức Thương mại Thế giới (WTO). Sau cột mốc này, thị trường chứng khoán Việt Nam bùng nổ doanh nghiệp lên sàn niêm yết vào tháng 11 và tháng 12/2006 như ACB, SSI, PVD (PV Drilling)...
Trong đó, ngày 13/12/2006, FPT lên sàn với giá đóng cửa phiên đầu tiên lên tới 400.000 đồng/cp, trong hơn nửa tháng giao dịch, tới cuối năm 2006, FPT đã trở thành doanh nghiệp lớn nhất sàn với vốn hóa 28.000 tỷ đồng. ﻿Tại ngày 30/6, FPT là doanh nghiệp có vốn hóa lớn thứ 9 toàn thị trường với 175.000 tỷ đồng.
Top TTCK 4
Vingroup lên sàn tháng 9/2007 và đã nhanh chóng trở thành một trong những doanh nghiệp có quy mô vốn hóa lớn nhất trên thị trường. Trong giai đoạn 6 năm liền, từ 2015-2022, Vinamilk và Vingroup đã thay nhau đứng vị trí số 1 về vốn hóa. Hiện nay, Vingroup đang là doanh nghiệp có vốn hóa lớn thứ 2 thị trường với hơn 365.000 tỷ đồng.
Năm 2009, thị trường chứng khoán Việt Nam đón nhận thêm loạt tổ chức tài chính lớn lên sàn như Vietcombank - VCB (tháng 6/2009), Tập đoàn Bảo Việt - BVH (tháng 6/2009), VietinBank - CTG (tháng 7/2009), Eximbank - EIB (tháng 10/2009)... Masan Group cũng lên sàn vào tháng 11/2009. Ngân hàng còn lại trong 3 trong số 4 Big 4 ngân hàng đã lên sàn là BIDV chính thức giao dịch vào tháng 1/2014 với mã cổ phiếu BID.
Các ngân hàng liên tục nắm giữ nhiều vị trí trong top 10 trong nhiều năm liền. Đặc biệt, Vietcombank đã nắm giữ vị trí top 1 vốn hóa kể từ năm 2021 đến bây giờ. Tại ngày 30/6/2025, giá trị vốn hóa của Vietcombank hơn 476.000 tỷ đồng.
Trong top 10 doanh nghiệp có vốn hóa lớn nhất thị trường tại ngày 30/6, ngoài top 2 của Vingroup, vị trí thứ 3 và thứ 10 thuộc về ﻿2 doanh nghiệp khác thuộc họ Vin là Vinhomes (315.000 tỷ) và Vinpearl (gần 170.000 tỷ).
Vị trí 4,5,6 lần lượt thuộc về 3 ngân hàng là BIDV (255.000 tỷ), Techcombank (243.000 tỷ), và VietinBank (225.000 tỷ). Sau đó là Viettel Global ở vị trí thứ 7 và ACV ở vị trí thứ 8.
Tính đến hiện nay, có hơn 50 doanh nghiệp có vốn hóa thị trường trên 1 tỷ USD.﻿ Một số cái tên nổi bật trong đó có thể kể đến như Masan Group vốn hóa hơn 108.000 tỷ đồng, Eximbank vốn hóa 42.000 tỷ đồng, SSI vốn hóa hơn 48.000 tỷ đồng, Gelex với vốn hóa hiện tại hơn 33.000 tỷ đồng...
Dự kiến từ quý3/2025 đến quý 1/2026, thị trường đón 'bom tấn' mới khi Công ty Cổ phần Chứng khoán Kỹ Thương (Techcom Securities - TCBS) chào bán 231 triệu cổ phiếu lần đầu ra công chúng (IPO), tương đương 11,1% vốn. Vốn điều lệ sẽ tăng từ 20.801 tỷ đồng lên 23.113 tỷ đồng.
25 năm – Thời điểm vươn mình là hành trình ghi dấu những bước ngoặt lịch sử của thị trường chứng khoán Việt Nam. Trong dòng chảy phát triển ấy, không thể không nhắc đến sự đồng hành và đóng góp quan trọng của các tổ chức, doanh nghiệp tiêu biểu như: Eximbank, Gelex, HDBank, Masan, Nhất Việt, Pinetree, SSI, TCBS và VNDIRECT…",0.840494287,0.158786229,0.000719523,2025-02-07,positive
2025-07-02 00:00:00,GAS: Nghị quyết HĐQT số 66 ngày 30/06/2025,https://cafef.vn/du-lieu/GAS-2236099/gas-nghi-quyet-hdqt-so-66-ngay-30062025.chn,,,,,2025-02-07,neutral
2025-06-23 10:05:00,"Giá dầu tăng nóng sau diễn biến mới tại Trung Đông, cổ phiếu dầu khí đồng loạt “bốc đầu”",https://cafef.vn/gia-dau-tang-nong-sau-dien-bien-moi-tai-trung-dong-co-phieu-dau-khi-dong-loat-boc-dau-188250623093139531.chn,"Thị trường chứng khoán Việt Nam khởi đầu tuần mới chìm trong sắc đỏ trước lo ngại căng thẳng leo thang tại Trung Đông. Đi ngược xu hướng của thị trường chung, nhóm cổ phiếu dầu khí với các đại diện tiêu biểu như GAS, PLX, PVS, PVD, BSR,… lại đồng loạt tăng mạnh, thậm chí chạm trần với hiệu ứng từ giá dầu “bốc đầu”.
Giá dầu Brent tương lai có thời điểm tăng hơn 2% lên trên 79 USD/thùng vào thứ Hai, dao động ở mức cao nhất kể từ tháng 1. Sau động thái từ Hoa Kỳ, Iran đe doạ trả đũa bằng cách làm gián đoạn dòng chảy dầu thô toàn cầu từ Trung Đông. Tính từ đầu tháng 6, giá dầu Brent tương lai đã tăng gần 30%.
Trong báo cáo phân tích mới đây, SSI Research kỳ vọng giá dầu trung bình sẽ dao động từ 70-75 USD/thùng trong năm 2025. Yếu tố hỗ trợ cho giá dầu bao gồm việc OPEC trì hoãn cắt giảm sản lượng dầu, thị trường Trung Quốc phục hồi tốt hơn dự kiến, và/hoặc việc cắt giảm lãi suất nhanh hơn dự kiến.
Về kết quả kinh doanh quý 2, báo cáo mới nhất của Vietcombank Securities (VCBS) dự báo nhóm thượng nguồn và trung nguồn (PVS, PVD, GAS) có thể tăng trưởng lợi nhuận cao trong khi nhóm hạ nguồn (PLX, BSR) sụt giảm.
Cụ thể, PVS được dự báo doanh thu đạt 5.986 tỷ đồng, tăng 7% so với cùng kỳ; lợi nhuận sau thuế 239 tỷ đồng, tăng 14%. Động lực chính từ mảng Cơ khí và Xây lắp (M&C) đóng góp khoảng 60% tổng doanh thu. Tháng 4/2025, hợp đồng EPC cung cấp 33 chân đế cho dự án điện gió ngoài khơi Greater Changhua (CHW2204) cũng đã được chủ đầu tư trao chứng nhận “hoàn thành nghiệm thu kỹ thuật”. Ngoài ra, các dự án lớn như Hải Long OSS, Baltica 02, điện gió ngoài khơi Feng Miao, chuỗi dự án khí - điện Lô B và Lạc Đà Vàng vẫn đang được PVS bám sát tiến độ....
Tương tự, PVD có thể đạt doanh thu 2.425 tỷ đồng, tăng 6%; lợi nhuận sau thuế 236 tỷ đồng, tăng 79%. Động lực đến từ đơn giá cho thuê bình quân các giàn tăng nhẹ; giàn PVD VI đã hoạt động trở lại từ 18/4/2025 sau bảo trì bảo dưỡng. Ngoài ra, PVD cũng ghi nhận doanh thu di dời giàn PVD III từ Malaysia sang Indonesia để thực hiện chương trình khoan cho Pertamina.
GAS cũng được dự báo tăng trưởng, với doanh thu quý 2 là 32.415 tỷ đồng, tăng 8% và lợi nhuận sau thuế đạt 3.996 tỷ đồng, tăng 17% so với quý 2/2024. Kết quả tích cực đến từ sản lượng khí tiếp nhận và tiêu thụ của GAS trong 5 tháng đầu năm ước tính đạt 45% kế hoạch cả năm. Ngoài ra, sản lượng LPG kinh doanh của PV GAS đạt gần 1,4 triệu tấn, tăng 22% so với cùng kỳ năm trước.
Trong khi đó, PVB ước đạt 244 tỷ doanh thu, tăng tới 282% so với cùng kỳ; lợi nhuận sau thuế đạt 17 tỷ đồng, tăng đến 168%. Tăng trưởng đến từ việc thực hiện các dự án đã ký và đang triển khai như dự án bọc ống dẫn khí tuyến bờ Lô B, bọc đường ống dẫn tuyến nội mỏ lô B và bọc đường ống dự án Lạc Đà Vàng.
Mặt khác, BSR được dự kiến doanh thu quý 2/2025 là 32.295 tỷ đồng, tăng 32% so với cùng kỳ, nhưng lợi nhuận sau thuế chỉ đạt 72 tỷ đồng, giảm mạnh tới 91%. Còn PLX ước đạt doanh thu 79.264 tỷ đồng, tăng 8% so với cùng kỳ nhưng lợi nhuận sau thuế đạt 836 tỷ đồng, giảm 35% so với cùng kỳ năm ngoái.",0.755612296,0.237129183,0.007258532,2025-06-23,positive
