Thời gian,Tiêu đề,URL,Nội dung,title
07/08/2025 07:49,"Ồ ạt tung sản phẩm mới, Vinamilk đón lượng khách kỷ lục, dự kiến tăng số cửa hàng từ 600 lên 800 ngay trong năm nay",https://cafef.vn/o-at-tung-san-pham-moi-vinamilk-don-luong-khach-ky-luc-du-kien-tang-so-cua-hang-tu-600-len-800-ngay-trong-nam-nay-188250807075006088.chn,Sữa Mộc Châu được tái định vị thương hiệu thành phân khúc cao cấp nhất của Vinamilk.,
31/07/2025 00:00,VNM: Giải trình KQKD Hợp nhất và Riêng 6 tháng năm 2025 so với cùng kỳ năm trước,https://cafef.vn/du-lieu/VNM-2282483/vnm-giai-trinh-kqkd-hop-nhat-va-rieng-6-thang-nam-2025-so-voi-cung-ky-nam-truoc.chn,,
30/07/2025 00:00,VNM: Công ty TNHH MTV Đầu tư SCIC (SIC) đăng ký bán 1.450.000 cp,https://cafef.vn/du-lieu/VNM-2265316/vnm-cong-ty-tnhh-mtv-dau-tu-scic-sic-dang-ky-ban-1450000-cp.chn,,
30/07/2025 00:00,VNM: Platinum Victory Pte Ltd chưa mua cp,https://cafef.vn/du-lieu/VNM-2265328/vnm-platinum-victory-pte-ltd-chua-mua-cp.chn,,
30/07/2025 00:00,VNM: Platinum Victory Pte Ltd đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/VNM-2265329/vnm-platinum-victory-pte-ltd-dang-ky-mua-20899554-cp.chn,,
30/07/2025 00:00,VNM: F&N Dairy Investments Pte. Ltd. chưa mua cp,https://cafef.vn/du-lieu/VNM-2265393/vnm-fn-dairy-investments-pte-ltd-chua-mua-cp.chn,,
30/07/2025 00:00,VNM: F&N Dairy Investments Pte. Ltd. đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/VNM-2265396/vnm-fn-dairy-investments-pte-ltd-dang-ky-mua-20899554-cp.chn,,
28/07/2025 00:00,VNM: Báo cáo tình hình quản trị công ty 06 tháng đầu năm 2025,https://cafef.vn/du-lieu/VNM-2270885/vnm-bao-cao-tinh-hinh-quan-tri-cong-ty-06-thang-dau-nam-2025.chn,,
14/07/2025 00:08,"CTCK chỉ ra 15 cổ phiếu có thể hút tiền mạnh khi nâng hạng, tâm điểm nhóm Vingroup",https://cafef.vn/ctck-chi-ra-15-co-phieu-co-the-hut-tien-manh-khi-nang-hang-tam-diem-nhom-vingroup-188250713231056485.chn,"Theo SSI Research, có khoảng 90% khả năng Việt Nam sẽ được FTSE Russell công bố nâng hạng lên thị trường mới nổi vào tháng 10/2025.",
11/07/2025 08:25,"Bà Mai Kiều Liên: Tăng trưởng 2 chữ số về doanh thu thì khó, nhưng tăng về năng suất và thu nhập người lao động thì làm được",https://cafef.vn/ba-mai-kieu-lien-tang-truong-2-chu-so-ve-doanh-thu-thi-kho-nhung-tang-ve-nang-suat-va-thu-nhap-nguoi-lao-dong-thi-lam-duoc-188250711082539119.chn,"Trả lời câu hỏi “Làm sao tăng trưởng 2 con số”, CEO Vinamilk nhận định khó đến từ doanh thu, mà sẽ tăng về năng suất và thu nhập cho người lao động, từ đó sẽ tăng được sức mua cho thị trường.",
02/07/2025 07:03,"Cuộc đua vốn hóa 25 năm: Một công ty thủy điện từng giữ ngôi vua trước khi những 'gã khổng lồ' FPT, Vinamilk, Vietcombank 'tràn' lên sàn",https://cafef.vn/cuoc-dua-von-hoa-25-nam-mot-cong-ty-thuy-dien-tung-giu-ngoi-vua-truoc-khi-nhung-ga-khong-lo-fpt-vinamilk-vietcombank-tran-len-san-188250702070405395.chn,"Tháng 7 năm 2025 đánh dấu một phần tư thế kỷ kể từ khi thị trường chứng khoán Việt Nam chính thức đi vào hoạt động.
Cụ thể, ngày 28/7/2000 thị trường chứng khoán Việt Nam chính thức giao dịch với chỉ 2 cổ phiếu - SAM của CTCP Đầu tư và Phát triển  Sacom (giờ đổi tên thành CTCP SAM Holdings) và REE của CTCP Cơ điện lạnh. Cho đến hết năm 2000 thị trường chứng khoán Việt Nam cũng chỉ có thêm 3 cổ phiếu khác giao dịch.
Năm 2005, Sở Giao dịch chứng khoán Hà Nội (HNX) ra đời, tiếp đó UPCoM được triển khai, mở rộng kênh giao dịch cho doanh nghiệp ngoài sàn HoSE.
Trong giai đoạn từ năm 2001 đến đầu năm 2006 này, thị trường chứng khoán Việt Nam không nhiều biến chuyển, có thêm nhiều doanh nghiệp lớn bắt đầu giao dịch như CTCP Gemadept - GMD (tháng 4/2002), CTCP Thủy điện Vĩnh Sơn - Sông Hinh - VSH (tháng 7/2005), Tập đoàn KIDO - KDC (tháng 12/2005), Sacombank - STB (tháng 7/2006)...
Vĩnh Sơn Sông Hinh (VSH) vào năm 2005 chính là doanh nghiệp lớn nhất sàn chứng khoán với vốn hóa 16.000 tỷ. Doanh nghiệp thủy điện này lên sàn vào ngày 14/7/2005 với khối lượng cổ phiếu ""khổng lồ"" khi đó là 125 triệu đơn vị. Chốt phiên giao dịch cuối năm tại giá 48.500 đồng/cp (giá chưa điều chỉnh).
Đặc biệt là vào tháng 1/2006, cổ phiếu của Vinamilk - VNM lên sàn khiến giá trị vốn hóa của của HOSE tăng gấp đôi trong ngày, nhiều năm sau đó, Vinamilk vẫn luôn nằm trong nhóm có vốn hóa cao.
Bước ngoặt quan trọng đến với thị trường chứng khoán diễn ra vào ngày 7/11/2006 khi Việt Nam chính thức gia nhập tổ chức Tổ chức Thương mại Thế giới (WTO). Sau cột mốc này, thị trường chứng khoán Việt Nam bùng nổ doanh nghiệp lên sàn niêm yết vào tháng 11 và tháng 12/2006 như ACB, SSI, PVD (PV Drilling)...
Trong đó, ngày 13/12/2006, FPT lên sàn với giá đóng cửa phiên đầu tiên lên tới 400.000 đồng/cp, trong hơn nửa tháng giao dịch, tới cuối năm 2006, FPT đã trở thành doanh nghiệp lớn nhất sàn với vốn hóa 28.000 tỷ đồng. ﻿Tại ngày 30/6, FPT là doanh nghiệp có vốn hóa lớn thứ 9 toàn thị trường với 175.000 tỷ đồng.
Vingroup lên sàn tháng 9/2007 và đã nhanh chóng trở thành một trong những doanh nghiệp có quy mô vốn hóa lớn nhất trên thị trường. Trong giai đoạn 6 năm liền, từ 2015-2022, Vinamilk và Vingroup đã thay nhau đứng vị trí số 1 về vốn hóa. Hiện nay, Vingroup đang là doanh nghiệp có vốn hóa lớn thứ 2 thị trường với hơn 365.000 tỷ đồng.
Năm 2009, thị trường chứng khoán Việt Nam đón nhận thêm loạt tổ chức tài chính lớn lên sàn như Vietcombank - VCB (tháng 6/2009), Tập đoàn Bảo Việt - BVH (tháng 6/2009), VietinBank - CTG (tháng 7/2009), Eximbank - EIB (tháng 10/2009)... Masan Group cũng lên sàn vào tháng 11/2009. Ngân hàng còn lại trong 3 trong số 4 Big 4 ngân hàng đã lên sàn là BIDV chính thức giao dịch vào tháng 1/2014 với mã cổ phiếu BID.
Các ngân hàng liên tục nắm giữ nhiều vị trí trong top 10 trong nhiều năm liền. Đặc biệt, Vietcombank đã nắm giữ vị trí top 1 vốn hóa kể từ năm 2021 đến bây giờ. Tại ngày 30/6/2025, giá trị vốn hóa của Vietcombank hơn 476.000 tỷ đồng.
Trong top 10 doanh nghiệp có vốn hóa lớn nhất thị trường tại ngày 30/6, ngoài top 2 của Vingroup, vị trí thứ 3 và thứ 10 thuộc về ﻿2 doanh nghiệp khác thuộc họ Vin là Vinhomes (315.000 tỷ) và Vinpearl (gần 170.000 tỷ).
Vị trí 4,5,6 lần lượt thuộc về 3 ngân hàng là BIDV (255.000 tỷ), Techcombank (243.000 tỷ), và VietinBank (225.000 tỷ). Sau đó là Viettel Global ở vị trí thứ 7 và ACV ở vị trí thứ 8.
Tính đến hiện nay, có hơn 50 doanh nghiệp có vốn hóa thị trường trên 1 tỷ USD.﻿ Một số cái tên nổi bật trong đó có thể kể đến như Masan Group vốn hóa hơn 108.000 tỷ đồng, Eximbank vốn hóa 42.000 tỷ đồng, SSI vốn hóa hơn 48.000 tỷ đồng, Gelex với vốn hóa hiện tại hơn 33.000 tỷ đồng...
Dự kiến từ quý3/2025 đến quý 1/2026, thị trường đón 'bom tấn' mới khi Công ty Cổ phần Chứng khoán Kỹ Thương (Techcom Securities - TCBS) chào bán 231 triệu cổ phiếu lần đầu ra công chúng (IPO), tương đương 11,1% vốn. Vốn điều lệ sẽ tăng từ 20.801 tỷ đồng lên 23.113 tỷ đồng.",
30/06/2025 00:00,VNM: F&N Diary Investments PTE.LTD chưa mua cp,https://cafef.vn/du-lieu/VNM-2233655/vnm-fn-diary-investments-pteltd-chua-mua-cp.chn,,
30/06/2025 00:00,VNM: F&N Diary Investments PTE.LTD đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/VNM-2233678/vnm-fn-diary-investments-pteltd-dang-ky-mua-20899554-cp.chn,,
25/06/2025 00:00,VNM: Platinum Victory Pte. Ptd chưa mua cp,https://cafef.vn/du-lieu/VNM-2230590/vnm-platinum-victory-pte-ptd-chua-mua-cp.chn,,
25/06/2025 00:00,VNM: Platinum Victory Pte Ltd đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/VNM-2230777/vnm-platinum-victory-pte-ltd-dang-ky-mua-20899554-cp.chn,,
20/06/2025 00:00,VNM: Thông báo ký kết hợp đồng kiểm toán BCTC 2025,https://cafef.vn/du-lieu/VNM-2227985/vnm-thong-bao-ky-ket-hop-dong-kiem-toan-bctc-2025.chn,,
04/06/2025 12:10,"Vinamilk 20 năm tham gia hội chợ F&B lớn nhất châu Á: Kiếm được những hợp đồng ""trung thành"" hàng thập kỷ từ sản phẩm không phải thế mạnh của Việt Nam",https://cafef.vn/vinamilk-20-nam-tham-gia-hoi-cho-fb-lon-nhat-chau-a-kiem-duoc-nhung-hop-dong-trung-thanh-hang-thap-ky-tu-san-pham-khong-phai-the-manh-cua-viet-nam-188250604120656019.chn,"Cùng với Vinamilk, Thaifex 2025 có sự tham gia kỷ lục của hơn 170 doanh nghiệp Việt Nam.",
27/05/2025 00:00,VNM: F&N Dairy Investments Pte.Ltd - CĐL chưa mua cp,https://cafef.vn/du-lieu/VNM-2207757/vnm-fn-dairy-investments-pteltd-cdl-chua-mua-cp.chn,,
27/05/2025 00:00,VNM: F&N Dairy Investments Pte.Ltd - CĐL đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/VNM-2207760/vnm-fn-dairy-investments-pteltd-cdl-dang-ky-mua-20899554-cp.chn,,
21/05/2025 00:00,VNM: Thông báo lựa chọn đơn vị kiểm toán độc lập cho năm 2025,https://cafef.vn/du-lieu/VNM-2204019/vnm-thong-bao-lua-chon-don-vi-kiem-toan-doc-lap-cho-nam-2025.chn,,
21/05/2025 00:00,VNM: Platinum Victory Pte. Ltd. - CĐL chưa mua cp,https://cafef.vn/du-lieu/vnm-2204154/vnm-platinum-victory-pte-ltd-cdl-chua-mua-cp.chn,,
21/05/2025 00:00,VNM: Platinum Victory Pte. Ltd. - CĐL đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/vnm-2204156/vnm-platinum-victory-pte-ltd-cdl-dang-ky-mua-20899554-cp.chn,,
13/05/2025 00:45,"Hòa Phát, Đức Giang, Vinamilk... sẽ chi thêm bao nhiêu sau khi giá điện điều chỉnh tăng 4,8%?",https://cafef.vn/du-lieu/vnm-2195234/hoa-phat-duc-giang-vinamilk-se-chi-them-bao-nhieu-sau-khi-gia-dien-dieu-chinh-tang-48.chn,"Tập đoàn Điện lực Việt Nam (EVN) điều chỉnh mức giá điện bán lẻ bình quân tăng 4,8%, nâng mức giá điện bình quân lên hơn 2.200 đồng/kWh.",
12/05/2025 00:00,VNM: Điều lệ công ty cập nhật 2025,https://cafef.vn/du-lieu/vnm-2201475/vnm-dieu-le-cong-ty-cap-nhat-2025.chn,,
08/05/2025 10:54,VNM: Thông báo về ngày đăng ký cuối cùng chi trả (lần 1) cổ tức còn lại của năm 2024 bằng tiền mặt,https://cafef.vn/du-lieu/vnm-2227323/vnm-thong-bao-ve-ngay-dang-ky-cuoi-cung-chi-tra-lan-1-co-tuc-con-lai-cua-nam-2024-bang-tien-mat.chn,,
08/05/2025 00:00,"VNM: 14.5.2025, ngày GDKHQ chi trả (lần 1) cổ tức còn lại của năm 2024 bằng tiền mặt (2.000 đ/cp)",https://cafef.vn/du-lieu/vnm-2193171/vnm-1452025-ngay-gdkhq-chi-tra-lan-1-co-tuc-con-lai-cua-nam-2024-bang-tien-mat-2000-dcp.chn,,
06/05/2025 00:00,VNM: Phân công nhiệm vụ Thành viên HĐQT,https://cafef.vn/du-lieu/vnm-2196357/vnm-phan-cong-nhiem-vu-thanh-vien-hdqt.chn,,
02/05/2025 16:53,"Cổ đông Vinamilk sắp nhận hơn 4.000 tỷ đồng tiền cổ tức, chốt danh sách trong tháng 5",https://cafef.vn/du-lieu/vnm-2188943/co-dong-vinamilk-sap-nhan-hon-4000-ty-dong-tien-co-tuc-chot-danh-sach-trong-thang-5.chn,"Sau khi hoàn tất đợt chi trả 20% vào tháng 5 tới, Vinamilk còn 3,5% cổ tức nữa theo kế hoạch năm 2024.",
29/04/2025 00:00,VNM: CBTT chi trả cổ tức còn lại năm 2024,https://cafef.vn/du-lieu/vnm-2195554/vnm-cbtt-chi-tra-co-tuc-con-lai-nam-2024.chn,,
29/04/2025 00:00,VNM: Giải trình lợi nhuận sau thuế quý 1/2025 so với quý 1/2024,https://cafef.vn/du-lieu/vnm-2221923/vnm-giai-trinh-loi-nhuan-sau-thue-quy-12025-so-voi-quy-12024.chn,,
29/04/2025 00:00,"VNM: Bổ nhiệm ông Vũ Trí Thức, bà Tongjai Thanachanan làm Thành viên HĐQT từ 25.4.2025",https://cafef.vn/du-lieu/vnm-2221999/vnm-bo-nhiem-ong-vu-tri-thuc-ba-tongjai-thanachanan-lam-thanh-vien-hdqt-tu-2542025.chn,,
28/04/2025 00:00,VNM: Nghị quyết và Biên bản họp ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/vnm-2195261/vnm-nghi-quyet-va-bien-ban-hop-dhdcd-thuong-nien-nam-2025.chn,,
23/04/2025 00:00,VNM: F&N Dairy Investments Pte.Ltd - CĐL chưa mua cp,https://cafef.vn/du-lieu/vnm-2186309/vnm-fn-dairy-investments-pteltd-cdl-chua-mua-cp.chn,,
23/04/2025 00:00,VNM: F&N Dairy Investments Pte.Ltd - CĐL đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/vnm-2186310/vnm-fn-dairy-investments-pteltd-cdl-dang-ky-mua-20899554-cp.chn,,
16/04/2025 00:00,VNM: Platinum Victory Pte Ltd chưa mua cp,https://cafef.vn/du-lieu/vnm-2176011/vnm-platinum-victory-pte-ltd-chua-mua-cp.chn,,
16/04/2025 00:00,VNM: Platinum Victory Pte Ltd đăng ký mua 20.899.554 cp,https://cafef.vn/du-lieu/vnm-2176012/vnm-platinum-victory-pte-ltd-dang-ky-mua-20899554-cp.chn,,
14/04/2025 00:00,VNM: Link công bố danh sách ứng viên bầu bổ sung cho vị trí Thành viên HĐQT nhiệm kỳ 2022-2026,https://cafef.vn/du-lieu/vnm-2176010/vnm-link-cong-bo-danh-sach-ung-vien-bau-bo-sung-cho-vi-tri-thanh-vien-hdqt-nhiem-ky-20222026.chn,,
09/04/2025 00:01,"Các DN có tỷ trọng doanh thu xuất khẩu lớn nhất sàn chứng khoán: Hòa Phát, Hoa Sen, Vinamilk, FPT, Masan... xuất hiện ở đâu?",https://cafef.vn/du-lieu/vnm-2168642/cac-dn-co-ty-trong-doanh-thu-xuat-khau-lon-nhat-san-chung-khoan-hoa-phat-hoa-sen-vinamilk-fpt-masan-xuat-hien-o-dau.chn,,
31/03/2025 00:00,VNM: Link công bố tài liệu họp ĐHĐCĐ thường niên năm 2025,https://cafef.vn/du-lieu/vnm-2161502/vnm-link-cong-bo-tai-lieu-hop-dhdcd-thuong-nien-nam-2025.chn,,
29/03/2025 12:25,"Vinamilk đặt kế hoạch doanh thu năm 2025 lên đỉnh mới, nâng cổ tức tiền mặt năm 2024 lên 43,5%",https://cafef.vn/du-lieu/vnm-2160457/vinamilk-dat-ke-hoach-doanh-thu-nam-2025-len-dinh-moi-nang-co-tuc-tien-mat-nam-2024-len-435.chn,"Vinamilk đặt kế hoạch năm 2025 tiếp tục tăng trưởng, với doanh thu 64.505 tỷ đồng – tăng 4,3% và lợi nhuận sau thuế 9.680 tỷ đồng – tăng 2,4%.",
26/03/2025 00:00,VNM: Đơn xin từ nhiệm của ông Hoàng Ngọc Thạch - Thành viên HĐQT,https://cafef.vn/du-lieu/vnm-2159150/vnm-don-xin-tu-nhiem-cua-ong-hoang-ngoc-thach-thanh-vien-hdqt.chn,,
24/03/2025 12:18,"Vinamilk điều chỉnh giảm chi phí quảng cáo, tăng khuyến mại, giới thiệu sản phẩm, thúc đẩy bán hàng",https://cafef.vn/du-lieu/vnm-2156626/vinamilk-dieu-chinh-giam-chi-phi-quang-cao-tang-khuyen-mai-gioi-thieu-san-pham-thuc-day-ban-hang.chn,"Theo báo cáo từ Vinamilk, chi phí năm 2024 có chuyển dịch khoảng 300 tỷ đồng từ chi phí quảng cáo sang cho chi phí khuyến mại.",
